0,1,2
280,患者，男性，35岁，有慢性十二指肠溃疡病史，近半个月来反复呕吐，呕吐量大，多为12小时前的宿食，呕吐后自觉胃部舒适。查体见舌干苔厚，皮肤干燥松弛。X线钡餐检查诊断为十二指肠溃疡并发幽门梗阻。实验室检查结果:血液pH>7.50(正常7.35~7.45)，标准碳酸氢盐(SB)、实际碳酸氢盐(AB)、和缓冲碱(BB)均升高，AB>SB,剩余碱(BE)正值增大，血钾、血钠和血氯水平均降低，尤以血氯降低为著。对该患者首要的处理是
281,帕金森患者出现震颤麻痹是由于,答案:D:多巴胺神经递质系统功能受损
282,肾上腺皮质功能亢进患者血中醛固酮水平升高，可预期该患者的,答案:A:血钠升高，细胞外液量增加
283,某患者因大量腹泻入院。查体发现该患者皮肤缺乏弹性，按压出现深坑，肛门处不断流出排泄物。诊断为霍乱弧菌感染，给予抗菌素、输液治疗。请问该患者发病机理中，cAMP扮演的角色是?,答案:C:第二信使
284,患者男，56岁，主诉活动后心前区疼痛一个月余。患者平时活动后即出现心前区压迫样疼痛，持续3~5分钟，休息后可以缓解，入院以后治疗5天后出院，遵医嘱继续服用硝苯地平，该药物属于,答案:C:钙通道阻滞剂
285,一高血压患者，用直接扩血管药治疗时，为使治疗效果更好，最好合用下列那种利尿药:,答案:E:氢氯噻嗪
286,患者，女，55岁，慢性心衰急性加重就诊。医生给予125μg标准剂量的地高辛，24小时后测定血药浓度为2ng/ml。地高辛靶浓度为0.8ng/ml,该患者用药剂量宜调整为
287,孕妇李某，血型为Rh阴性，今天上午10:00自然分娩一女婴，血型为Rh﹢，因其有生二胎的计划，为预防第二胎发生新生儿溶血症，医生该如何处理?,答案:C:分娩72小时内给产妇注射抗Rh免疫血清
288,患者，男，35岁，建筑工人。在工地上干活时，不慎从被生锈的铁丝刺伤手掌，随即来到学校附属医院，医生询问了病史，立即为他做了清创处理。并告诉患者，为预防破伤风，需注射破伤风抗毒素，患者同意了。医生先让他去注射室做皮试，结果皮试阳性。请问该患者注射破伤风抗毒素做皮试的目的是为了什么?,答案:C:预防血清过敏性休克的发生
289,女性患者，35岁，血液学检查血清游离甲状腺素(FT4)与游离三碘甲状腺原氨酸(FT3)升高，近期出现怕热、多汗、皮肤潮湿;易饿，多食而消瘦;心慌，心率增快，严重时出现心房纤维性颤动、心脏扩大以及心力衰竭;容易激动、兴奋、多语、好动、失眠，伴有感觉疲乏、无力、容易疲劳。临床诊断最可能是:,答案:B:甲状腺功能亢进综合征
290,患者，女，47岁，近日全身乏力较明显，食欲较前差，伴乏困、全身肢体麻木，劳累后头晕、心悸，伴面色苍白。临床诊断:贫血。HGB 61g/L，胃镜检查，结果为:萎缩性胃体炎。导致该患者贫血的原因为内因子缺乏，维生素B12吸收障碍，内因子由下列哪种细胞产生?,答案:B:壁细胞
291,慢性支气管炎时，患者通气与换气功能障碍、导致缺氧的重要环节,答案:B:急、慢性支气管炎及细支气管周围炎
292,慢性支气管炎时，患者咳痰病变基础,答案:A:支气管腺体肥大增生、粘膜上皮杯状细胞增多
293,慢性阻塞性肺气肿的发生主要由于,答案:D:细支气管壁及肺泡间隔弹力纤维支架破坏和细支气管不完全阻塞
294,支气管扩症引起肺原性心脏病的原因是由于,答案:E:肺组织高度纤维化
295,斜方肌损伤(),答案:E:塌肩
296,肩关节脱位会出现(),答案:B:方肩
297,前锯肌损伤会出现(),答案:C:翼状肩
298,胸廓处于自然位置时,答案:C:胸廓弹性作用消失，肺弹性回缩力向内
299,胸廓容量大于其自然位置时,答案:D:胸廓弹性回缩，肺弹性回缩力向内
300,开放性气胸时,答案:A:胸廓弹性作用消失，肺弹性回缩力消失
301,低渗性脱水发生脑病，下列哪项是正确的: (),答案:B:脑细胞水肿
302,不符合肺腺癌的描述是,答案:B:常有吸烟史
303,食管癌患者体内最先萎缩的是,答案:E:脂肪细胞
304,下述有关动脉粥样硬化的叙述中，哪一项是错误的,答案:D:可引起主动脉瓣膜病
305,高热或缺氧时，肾脏中近曲小管首先出现的是( ),答案:B:细胞水肿
306,下列属于小叶性肺炎的是 ( ),答案:A:坠积性肺炎
307,尸检发现患儿两肺密布灰白色粟粒大小结节，同时肝、脾、肾亦见同样病变，脑底脑膜出结核杆菌从何处入血播散引起上述病变( ),答案:B:肺原发灶
308,结核杆菌侵入机体的途径不可能的是 ?,答案:E:节肢动物的叮咬
309,钩虫排离人体阶段和感染阶段分别是 ?,答案:B:虫卵和丝状蚴
310,引起儿童发生柏油便症状的线虫是 ?,答案:C:十二指肠钩虫
311,日本血吸虫的保虫宿主主要是 ?,答案:C:牛、犬、猪等哺乳动物
312,日本血吸虫虫卵肉芽肿形成的机制主要在于 ?,答案:E:卵内毛蚴分泌SEA引起IV型超敏反应
313,新鲜人粪污染了饮水，可能感染 ?,答案:E:溶组织内阿米巴
314,输血可能感染 ?,答案:C:疟原虫
315,病毒的核酸是?,答案:D:DNA或RNA
316,衣原体与细菌的不同点是?,答案:C:有独特发育周期
317,颈椎特有的结构是,答案:D:横突孔
318,关于跗骨的描述，正确的是,答案:C:距骨位于后上方，跟骨位于后下方
319,不属于面肌的是,答案:C:咬肌
320,鼻旁窦积液最不易引流的是,答案:B:上颌窦
321,内分泌腺,答案:E:分泌物直接入血液循环
322,股动脉,答案:E:续于髂外动脉
323,下丘脑的结构中不包括,答案:E:松果体
324,楔束,答案:C:传导同侧上半身的意识性本体感觉和精细触觉冲动
325,内囊膝,答案:A:含有皮质核束
326,成年人在寒冷环境中主要依靠下列哪种方法来增加热量:,答案:B:寒战性产热
327,浦肯野细胞和心室肌细胞的动作电位的主要区别是:,答案:E:4期自动去极化
328,当血钾浓度逐步升高时，心肌的兴奋性,答案:D:先升高后降低
329,眼的下列诸结构中，折光系数最大的是,答案:C:晶状体
330,醛固酮的主要作用是:,答案:B:保钠排钾
331,对通气/血流比值的叙述，正确的是,答案:E:比值减小可能导致缺02与CO2潴留
332,夜盲症发生的原因是,答案:B:视紫红质缺乏
333,脑内多巴胺能神经元胞体的主要部位是,答案:C:中脑
334,反射活动后发放的结构基础是,答案:C:环状联系
335,关于神经纤维的论述，不正确的是,答案:C:传导速度最慢的是B类纤维
336,引起心交感神经的活动减弱的情况是:,答案:E:由直立变为平卧时
337,某种酶具有5种底物，分别命名为1，2，3，4，5。其分别对应的km值关系是km1>km2>km3>km4>km5，请问该酶的天然底物是下列哪个?,答案:E:5
338,能量货币是,答案:A:ATP
339,血清蛋白醋酸纤维薄膜电泳实验中，泳动速度最快的是,答案:E:白蛋白
340,缺乏后导致干眼病的是维生素(),答案:A:A
341,三羧酸循环中，起到催化剂作用的物质是(),答案:C:草酰乙酸
342,下列需要人体从饮食中获取，而不可自身合成的是(),答案:E:以上都是
343,具有自我剪接功能的RNA叫做(),答案:D:核酶
344,真核细胞mRNA合成后的加工不包括(),答案:D:连接
345,核糖体循环是(),答案:B:蛋白质合成的肽链延长阶段
346,糖原分子分叉处含有α-1，6糖苷键，需要()酶水解。,答案:D:脱支酶
347,有机磷中毒者单独应用胆碱酯酶复活药不足之处在于,答案:C:不能直接对抗乙酰胆碱的M样症状
348,肾上腺素与酚妥拉明合用时血压,答案:B:舒张压下降更明显
349,由交感神经兴奋引起的心律失常宜选用,答案:E:普萘洛尔
350,下列哪项不是利尿药治疗心衰的作用,答案:D:逆转心室肥厚
351,糖皮质激素隔日疗法的给药时间最好在隔日,答案:B:上午8点
352,糖皮质激素用于治疗严重感染性疾病时必须,答案:D:与有效足量的抗菌药物合用
353,细菌对青霉素产生抗药性的机理是,答案:A:细菌产生水解酶，使β—内酰胺环破裂
354,链霉素的主要毒性反应为,答案:E:损害第八对脑神经
355,下列补体裂解产物中既有过敏毒素又有趋化因子作用的是?,答案:E:C5a
356,关于补体活化的MBL途径，哪项是错误的?,答案:B:MBL具有酶活性
357,具有调理作用的补体裂解产物是?,答案:D:C3b
358,下列哪项不是MHC基因编码的产物?,答案:A:β2微球蛋白(β2m)
359,肿瘤细胞HLA-I类分子的表达减弱或缺失时，不能有效地激活下列哪种细胞?,答案:B:CD8+Tc细胞
360,Th0细胞主要在下列哪种细胞因子的作用下向Th2细胞分化?,答案:A:IL-4
361,大多数情况下，抗原刺激机体发生适应性免疫应答是?,答案:A:由DC和Th细胞的相互作用启动
362,能杀伤细胞的细胞因子是?,答案:B:TNF-α
363,有关自身免疫正确的是?,答案:B:产生自身抗体和/或自身反应性T细胞
364,基板的主要成分之一是,答案:D:Ⅳ 型胶原蛋白
365,胚发育早期，口凹与原始咽之间的结构是,答案:B:口咽膜
366,生精上皮的组成是,答案:A:支持细胞和生精细胞
367,关于卵黄囊，哪项正确,答案:C:造血干细胞来自卵黄囊壁的血岛
368,有孔毛细血管存在于,答案:E:胃肠黏膜
369,神经元传导神经冲动是通过,答案:B:轴膜
370,关于胃黏膜的描述，哪一项错误?,答案:B:含少量杯状细胞
371,某人，男，35岁，持续高热，相对缓肪，检查发现脾肿大、白细胞减少、皮肤出现玫瑰疹。则该病人可能患有,答案:C:伤寒
372,某人，女，24岁，发热、头疼、乏力、食欲不振和末梢白细胞增多。腹痛、腹泻，里急后重排便次数增多。数小时后，休克。则该患者可能患有,答案:E:细菌性痢疾
373,某患者食欲不振，消化不良，有腹水，呕血，腹壁浅静脉曲出现海蛇头。则形成此症状的原因是,答案:E:各种原因引起的门脉高压
374,男性，38岁，10多年来，反酸、暧气、上腹部饱胀，伴有规律性上腹痛，空腹发作，夜间更重，进食可缓解。胃镜检查，十二指肠球部可见直径约1cm的圆形溃疡。不符合该患者疾病的描述是,答案:D:易发生癌变
375,36岁，女性。因乏力10 d，尿赤3 d人院。10 d前出现乏力、四肢酸软、胃纳减退伴恶心，无呕吐和发热，3 d前尿液加深如浓茶样。体格检查:精神委靡，皮肤和巩膜明显黄染。心、肺(一)，肝、脾肋下未及，肝区叩痛(+)。实验室检查:GPT 727 u，STB 47.7μmol/L，HBsAg(+)，HBeAg(+)，抗-HBc-IgM(+)。请问该病人乙肝标志物检查结果的临床意义是什么?,答案:B:急性乙肝
376,小明因车祸造成脑脊液鼻漏，由鼻腔持续流出清亮水样脑脊液。脑脊液外溢是因车祸导致( )骨折，撕裂其周围被覆的硬脑膜和蛛网膜。,答案:B:筛骨
377,医生在为患者进行直肠镜检查时，应注意直肠的弯曲部位，其弯曲的方向为( ),答案:C:骶曲凸向后，会阴曲凸向前
378,白喉是由白喉杆菌引起的急性呼吸道传染病，以咽、喉等处粘膜充血、肿胀并有灰白色伪膜形成为突出临床特征，急性发作时可引起喉腔阻塞，阻断肺通气危及患者生命，必要时喉腔穿刺抢救，请问通常进行穿刺的部位是( ),答案:B:环甲正中韧带
379,给家免静脉注射生理剂量的垂体后叶素后，尿量减少的主要原因是( ),答案:D:集合管对水的通透性升高
380,某患者在胃大部分切除后出现巨幼红细胞性盆贫血的原因是机体对哪项物质吸收障碍,答案:C:维生素B12
381,王猫猫，男，2岁，双腿内翻，呈现X状，该患儿可能缺乏维生素(),答案:B:D
382,李晓波，男，七岁，因糖尿病入院，查得其胰岛素水平低于常人，胰岛β细胞数量少于常人，其最可能患有的糖尿病类型是()型,答案:A:1
383,李某，女，18岁，发热咽痛鼻出血10天，胸骨压痛明显，右下肢皮肤可触3cm×3cm大小肿块，质硬.红细胞2×109/L，血红蛋白60g/L，白细胞2×109/L，血小板20×109/L，骨髓增生极度活跃，原始细胞80%，部分胞浆中可见Auer小体，POX染色弱阳性，PAS染色胞浆淡红色，醋酸萘酚酯酶染色阳性，能被NaF抑制，诊断是急性单核细胞白血病。请问患者可以用下列哪项药物治疗?,答案:E:天冬酰胺酶
384,患者男，48岁。因患胰腺癌入院拟行手术治疗，现空腹血糖7.8mmol/L。术前给予注射胰岛素，其作用是,答案:E:控制血糖
385,某女，55岁。由于劳累、过度兴奋而突发心绞痛，请问服用下列哪种药效果好,答案:E:舌下含服硝酸甘油
386,某女，3岁。过敏体质，既往有哮喘病史，1小时前因吸入油漆而出现哮喘急性发作，对该患者应选用( ),答案:C:吸入沙丁胺醇
387,患者、男，突发心前区剧痛，急诊诊断为急性心肌梗死，并伴室性心动过速，应首选的治疗药物是(),答案:D:利多卡因
388,某肿瘤患者，经过手术治疗后还需接受化疗，但化疗前须评估病人T细胞的功能，拟采用的试验是?,答案:C:淋巴细胞转化试验
389,精子在睾丸的曲细精管中产生，由精原细胞发育至成熟精子，支持细胞对生精细胞起支持和保护作用，参与构成血睾屏障，支持细胞还可合成:,答案:B:雄激素结合蛋白
390,29岁男性患者，因1天前，大量饮酒导致急性腹痛入院，上腹疼痛，放射至后背。恶心、呕吐、发热和血淀粉酶升高。查体: T 37.5 ℃，BP 130/85mmHg。临床诊断为急性胰腺炎，其产生原因为:,答案:D:胰酶在胰腺内被激活以后引起胰腺组织自身消化
391,按抗原的特性来分，病原生物体的蛋白抗原属于?,答案:C:完全抗原
392,按抗原的特性来分，青霉素等药物分子属于?,答案:B:半抗原
393,极微量可以激活多克隆T细胞的抗原称为?,答案:A:超抗原
394,下运动神经元脊髓灰质损伤会出现(),答案:D:软瘫
395,部分大脑皮层上运动神经元损伤出现(),答案:C:硬瘫
396,黏膜局部抗感染作用的抗体是?,答案:B:sIgA
397,机体发生感染后最早出现的抗体是?,答案:C:IgM
398,天然血型抗体是?,答案:C:IgM
399,在小肠上皮黏膜细胞生成的是(),答案:A:CM
400,在血浆中生成的是(),答案:C:LDL
401,风湿病常引起,答案:D:疣状心内膜炎
402,交界性肿瘤是,答案:D:性质介于良、恶性之间的肿瘤
403,肉芽组织不具有如下功能,答案:C:吞噬搬运坏死物质
404,肉芽组织是由什么构成,答案:D:纤维母细胞和新生毛细血管
405,局部不含肉芽组织的病变是,答案:C:化生病灶
406,直、结肠家族性多发性腺瘤性息肉属于( ),答案:A:癌前病变
407,与大肠癌发生关系密切的息肉是 ( ),答案:A:腺瘤性息肉
408,下列各项肥达反应的结果中，有助于伤寒辅助诊断的抗体凝集价是 ?,答案:B:O凝集价≥1:80， H凝集价≥1:160
409,产卵量大的线虫是 ?,答案:B:蛔虫
410,钩虫引起异嗜症，可能与哪种因素有关 ?,答案:B:铁质缺乏
411,钩虫成虫引起临床症状，下列错误的是 ?,答案:C:皮炎
412,引起儿童发生柏油便症状的线虫是 ?,答案:C:十二指肠钩虫
413,含有布氏姜片虫囊蚴的水生植物称为 ?,答案:A:植物媒介
414,在治疗前确诊为猪带绦虫病的依据可以找到 ?,答案:E:成节
415,破伤风毒素引起的病变特点是?,答案:A:骨骼肌强直收缩
416,关于肋正确的是,答案:C:第2肋平对胸骨角
417,位于颅后窝的结构是,答案:B:内耳门
418,有囊内韧带的关节是,答案:D:髋关节
419,不属于前臂前群肌的是,答案:E:肱肌
420,上颌窦开口于,答案:B:中鼻道
421,储存精子的器官是,答案:B:附睾
422,心脏的静脉血最终回流入心腔的主要途径是经,答案:E:冠状窦
423,角膜,答案:D:富有感觉神经末梢
424,沟通眼球前房和后房的是,答案:C:瞳孔
425,外周阻力和心率不变而每搏输出量增加时，血压的变化主要是:,答案:A:收缩压升高的幅度大于舒张压的升高幅度
426,形成胸膜腔内压的因素是,答案:D:大气压-肺弹性回缩力
427,关于头期胃液分泌的叙述，正确的是,答案:D:传出神经是迷走神经
428,囊斑的适宜剌激是,答案:D:头部和躯干各方向直线正负加速运动
429,兴奋的空间总和效应主要与下列哪种神经元联系方式有关:,答案:A:聚合式原则
430,躯体感觉的皮层代表区主要位于,答案:B:中央后回
431,正常妇女体内的雌激素主要是,答案:B:雌二醇
432,排卵后黄体萎缩是由于,答案:D:FSH和LH下降
433,关于催乳素的叙述，错误的是,答案:C:在妊娠期PRL分泌减少，不具备泌乳能力
434,关于肾上腺皮质激素的分泌，下列哪一项是正确的,答案:A:束状带主要分泌糖皮质激素
435,酶原激活的化学本质是(),答案:A:活性中心形成或者暴露
436,蛋白质的营养价值取决于(),答案:D:ABC都是
437,基因表达包括(),答案:B:转录和翻译
438,下列肠道腐败作用的产物中，有害身体的是(),答案:A:苯乙胺
439,人体中起到主要作用的升糖激素是(),答案:C:胰高血糖素
440,DNA分子中不会出现的碱基是(),答案:D:U
441,请问蛋白质分子的紫外线吸收峰性质来自下列哪种氨基酸?,答案:E:芳香族氨基酸
442,下列说法错误的是:,答案:C:丙酮酸脱氢酶是糖的有氧氧化第二阶段的关键酶
443,混悬液或油溶液禁止,答案:E:静脉注射或静脉滴注给药
444,阿托品引起瞳孔扩大是由于,答案:E:瞳孔括约肌松弛
445,下列降压药中能升高HDL，改善脂质代谢的是,答案:B:哌唑嗪
446,强心苷正性肌力的作用机制是,答案:E:增加心肌细胞内Ca2+量
447,呋塞米的利尿作用机制为,答案:A:抑制髓袢升支粗段Na+、K+—2Cl-同向转运系统
448,下列关于氢氧化铝的叙述正确的是,答案:E:能形成凝胶，对溃疡面起保护作用
449,不能单独用于甲状腺机能亢进内科治疗的药物是,答案:D:碘化物
450,下列细菌感染中，林可霉素类治疗无效的是,答案:D:铜绿假单胞菌
451,抗结核作用最弱的药物是,答案:D:对氨水杨酸
452,既用于免疫功能低下病人又可治疗自身免疫性疾病的药物是,答案:B:左旋咪唑
453,Ig分成五类的依据是?,答案:D:CH抗原特异性的不同
454,可以作为胎儿宫腔内感染诊断指标的抗体是?,答案:A:IgM
455,肿瘤细胞提呈内源性抗原的关键性分子是?,答案:A:MHC-I类分子
456,下列哪种组合是B细胞初次应答活化时的第二信号?,答案:D:CD40(B细胞)—CD40L(活化的T细胞)
457,目前所知机体内抗原提呈功能最强的细胞是 ?,答案:C:DC
458,引起Arthus反应的主要原因是?,答案:E:IC引起的补体活化
459,IL-2受体γ链基因突变的个体可发生细胞功能缺陷的是?,答案:B:T淋巴细胞
460,有关自身免疫正确的是?,答案:B:产生自身抗体和/或自身反应性T细胞
461,一般而言，抗原分子量大于多少才具有免疫原性?,答案:B:大于10KD
462,关于假复层纤毛柱状上皮的描述，哪项错误?,答案:C:细胞游离面均有纤毛
463,神经管壁早期分化形成三层，由内向外依次为,答案:A:室管膜层、套层和边缘层
464,次级卵母细胞的第二次减数分裂完成时间和部位是,答案:D:受精时;输卵管内
465,肝细胞各相邻面中，表面有微绒毛的是,答案:C:血窦面和胆小管面
466,将视网膜的信息传递到大脑的细胞是,答案:C:节细胞
467,下列属于周围神经系统的神经胶质细胞是:,答案:A:卫星细胞
468,淋巴细胞离开胸腺的途径为,答案:D:毛细血管后微静脉
469,垂体细胞属于,答案:B:神经胶质细胞
470,胃黏膜上皮的表面粘液细胞分泌,答案:C:粘液
471,某人因肾病而亡，尸解检查发现其肾脏体积变小，表面不平、质地变硬，有大的瘢痕凹陷。肾盂、肾盏变形。镜下可见病变呈不规则片状，其间为相对正常肾组织，则其因患何病而亡,答案:A:慢性肾盂肾炎
472,女性患者，15岁。低热伴乏力、食欲缺乏、恶心、呕吐3天，就诊时发现巩膜黄染。实验室检査:ALT:860 U/L,答案:A:假小叶形成
473,男性，7岁，因饮食不洁，1天来发热、腹痛、腹泻、脓血便。大便检査RBC、WBC满视野，并有脓球。符合该患者疾病的描述是(),答案:E:以上病变都存在
474,男性，60岁，上腹痛半年，因上消化道大出血，急诊入院。手术标本胃窦部粘膜可见一个巨大的火山口状溃疡。切面质硬，磁白色，侵入肌层。 数个小结节，手术切除一同送病理，支持胃癌肝转移的病理变化是( ),答案:B:小结节由印戒细胞构成
475,12岁，男孩。以发热为主诉来院，既往诊为轻度心瓣膜病。一个月前拔牙，二周前开始发热，血培养确诊为感染性心内膜炎，常见的致病菌是 ?,答案:A:甲型溶血性链球菌
476,张大爷在山里干活时被不明来历的狗咬伤，伤口有组织撕裂且流血较多,答案:E:清创+接种狂犬病毒疫苗+注射狂犬病毒免疫血清
477,36岁，女性。因乏力10 d，尿赤3 d人院。10 d前出现乏力、四肢酸软、胃纳减退伴恶心，无呕吐和发热，3 d前尿液加深如浓茶样。体格检查:精神委靡，皮肤和巩膜明显黄染。心、肺(一)，肝、脾肋下未及，肝区叩痛(+)。实验室检查:GPT 727 u，STB 47.7μmol/L，HBsAg(+)，HBeAg(+)，抗-HBc(+)，抗-HBcIgM(+)。请问患者肝功能异常，导致其肝功能损伤的主要机制是什么?,答案:C:细胞免疫应答
478,肩关节周围炎也称粘连性肩关节囊炎，为一种无菌渐进性炎症，病变早期以肩关节周围软组织出现充血、水肿、渗出、粘连和挛缩等现象为主，此过程中最易与周围组织发生粘连的结构是( ),答案:A:肱二头肌长头
479,某25岁男青年下肢骨折后使用腋杖，但不久发现右手臂不能外展，肩部肌肉渐渐萎缩，形成“方肩”。瘫痪的肌是( ),答案:A:三角肌
480,医生在为患者进行直肠镜检查时，应注意直肠的弯曲部位，其弯曲的方向为( ),答案:C:骶曲凸向后，会阴曲凸向前
481,给家免静脉注射生理剂量的垂体后叶素后，尿量减少的主要原因是( ),答案:D:集合管对水的通透性升高
482,李某，男，42岁，于今年二月徒步进入罗布泊探险，旋即失去联系。十五天后，搜救人员在沙漠中发现他时，李某已经脱水，消瘦过度，神志尚清，自述已经断粮七日。请问患者李某此时大脑能量供应除去依靠葡萄糖之外，还有哪项?,答案:E:乙酰乙酸
483,某甲，穿越一建筑工地时，被一根生锈的钉子扎穿脚掌，就诊时为避免破伤风紧急给予处理，包括开放伤口，用过氧化氢消毒伤口等。已知破伤风梭菌为厌氧性细菌，请问，该细菌缺乏一般需氧菌的哪些成分?,答案:E:以上均是
484,患者女，30岁诊断类风湿关节炎入院，经使用药物治疗后患者关节疼痛减轻，但出现体重增加、满月脸、向心性肥胖，提示存在何种药物的副作用,答案:A:泼尼松
485,患者男，74岁，因为膀胱癌住院手术，术后接受顺铂化疗在给药后，护士遵医嘱给患者输入大量液体急性水化，此做法是为了防止药物对患者产生,答案:B:肾功能损害
486,男，60岁。因剧烈头痛，恶心呕吐，左眼胀痛，视物模糊，前来就诊，经诊断是闭角型青光眼，宜首选的治疗药物是,答案:A:毛果芸香碱
487,乐乐，12岁，是一名糖尿病的患者，每天需注射胰岛素控制血糖。多次注射后在注射局部出现了红肿、坏死等类Arthus反应，这与什么有关?,答案:B:中等大小可溶性免疫复合物形成
488,患儿，女，出生后表现持续性鹅口疮，6个月后因真菌性肺炎死亡。尸检发现其胸腺育不全。此患儿发生持续感染主要由于?,答案:B:细胞免疫缺陷
489,患儿骶尾部出现畸胎瘤，伴有排尿困难、排便困难、臀部明显肿大、骶尾部肿块。采取手术、化疗、放疗等方法进行治疗。其产生原因为:,答案:C:原条细胞残留
490,"男性, 17岁,左季肋部外伤后10小时, 疼痛剧烈，口渴,心悸,烦燥2小时。入院查体T37.6°C，P110次/分，B超提示腹腔内积液，临床诊断:脾破裂，采取脾切除治疗。临床脾切除后进行自体脾片移植的意义在于",答案:D. 保留脾的免疫功能
491,下运动神经元脊髓灰质损伤会出现(),答案:D:软瘫
492,部分大脑皮层上运动神经元损伤出现(),答案:C:硬瘫
493,抑制肾小管上皮对钙离子重吸收的激素主要是,答案:C:降钙素
494,对胰岛素分泌有抑制作用的激素是,答案:D:生长抑素
495,对脑的发育最重要的激素是,答案:E:甲状腺激素
496,成瘾性极小的镇痛药是:,答案:D:喷他佐辛
497,可解救阿片类药物急性中毒的药物是:,答案:A:纳洛酮
498,属于Ⅳ型超敏反应的是?,答案:A:化妆品引起的接触性皮炎
499,属于Ⅱ型超敏反应的是?,答案:C:输血反应引起的红细胞破坏
500,属于Ⅲ型超敏反应的是?,答案:E:注射异种动物血清引+A2:C101起的血清病
501,炎症的最重要标志是,答案:C:渗出
502,瘘管是,答案:E:连接体表和空腔脏器的管道
503,血管壁玻璃样变多见于,答案:C:细动脉
504,不属于凝固性坏死(coagulation necrosis)的病变是,答案:A:肝阿米巴脓肿
505,疤痕修复可见于下列哪种病变,答案:A:十二指肠溃疡
506,不符合血源性感染引起的急性肾盂肾炎的病变特点是,答案:E:肾小管内弥漫性脓细胞积聚
507,肝炎病人有上腹部胀痛感是因为,答案:D:由于大量肿胀的肝细胞(如气球样变)致肝体积增大
508,日本血吸虫童虫引起人体下列哪个部位的损害最明显,答案:B:肺
509,下列哪种名词与血栓无关,答案:D:毛细血管石
510,流行性乙型脑炎最重要的病理特点是脑实质发生 ( ),答案:A:神经细胞变性、坏死
511,深部脓肿有两个以上开口的病理性管道 ( ),答案:B:瘘管
512,前噬菌体是 ?,答案:D:整合到细菌染色体上的噬菌体基因组
513,肥达反应的原理是 ?,答案:B:凝集反应 
514,哪种寄生虫以人为中间宿主 ?,答案:C:疟原虫和猪带绦虫
515,预防十二指肠钩虫感染，下列措施有错误的是 ?,答案:D:勤剪指甲、勤洗手
516,布氏姜片虫引起病变 ?,答案:A:小肠粘膜充血、水肿、炎症、溃疡等
517,链状带绦虫头节的形态特点有 ?,答案:A:吸盘4个及小钩2圈
518,阴道毛滴虫寄生部位最常见于 ?,答案:B:女性阴道后穹窿
519,可导致胎儿畸型，带来先天性心脏病、先天性耳聋、白内障等先天综合征的病毒是?,答案:D:风疹病毒
520,观察螺旋体常用染色方法是?,答案:B:镀银染色法
521,肋弓,答案:C:参与构成胸廓下口
522,关于脊柱的生理弯曲，正确的是,答案:D:颈曲前凸，胸曲后凸
523,肛管内面纵行的黏膜皱襞称,答案:C:肛柱
524,关于肾的说法，正确的是,答案:B:位于腹膜后方
525,精索内不含有,答案:C:射精管
526,临床上称前尿道的是,答案:C:海绵体部
527,关于心脏各腔的位置正确的是,答案:E:心尖由左心室构成
528,发自肝固有动脉的是,答案:B:胃右动脉
529,对第四脑室的叙述，哪项是错误的,答案:D:只借第四脑室正中孔与蛛网膜下隙相通
530,室旁核主要分泌下列哪种激素?,答案:B:催产素
531,主动脉瓣关闭见于:,答案:D:等容舒张期开始时
532,对体液调节特点的叙述，正确的是:,答案:C:作用范围广，而且持久
533,胸膜腔内压呈现低于大气压的负压，主要由于()的存在,答案:A:肺弹性回缩力
534,小管液浓缩和稀释的过程主要发生于,答案:E:集合管
535,月经的出现是由于( )在循环血液中的水平急剧下降所致,答案:C:雌激素和孕激素
536,下列有关甲状腺激素的叙述，错误的是,答案:A:储存于细胞内且贮存量大
537,第一心音的产生主要是由于,答案:D:房室瓣关闭
538,主动脉在缓冲脉压中起重要作用，主要是由于主动脉,答案:C:管壁有可扩张性和弹性
539,控制毛细血管前括约肌舒缩的是:,答案:D:受局部组织的代谢活动所控制
540,锌指结构属于蛋白质的哪种结构?,答案:C:模体
541,在坐标系中绘图时，底物浓度与反应速度之间的关系表现为(),答案:B:矩形双曲线
542,下列不含羟基的氨基酸有(),答案:D:缬氨酸
543,下列哪项不是DNA复制的特点?,答案:D:不对称复制
544,人体可以自己合成、不依赖食物供给的是(),答案:E:油酸
545,参与构成人体蛋白质的20种氨基酸中，唯一一种亚氨基酸是()。,答案:D:脯氨酸
546,某个核25酸分子在加热到其熔解温度时，解链程度为()%,答案:B:50
547,药物变态反应的特点是,答案:B:与药物剂量大小无关
548,M受体兴奋时可引起,答案:E:胃肠道平滑肌收缩
549,下列关于地西泮的优点，不正确的是,答案:E:无耐受性和依赖性
550,下列关于氯丙嗪对体温影响的叙述中错误的是,答案:A:抑制中枢前列腺素合成产生降温作用
551,下列哪一类药不属于治疗心衰药物,答案:E:M受体阻断药
552,与呋塞米合用可加重耳毒性的药物是,答案:D:庆大霉素
553,同服铁剂可影响其肠道吸收的是,答案:B:四环素
554,补体系统三条激活途径共同的枢纽成分是?,答案:C:C3
555,下列哪种补体成分在激活效应的放大作用中起重要作用?,答案:C:C3
556,补体促进吞噬细胞的吞噬作用被称为补体的?,答案:B:调理作用
557,关于TCR的叙述，错误的是?,答案:E:主要识别和结合游离的可溶性抗原肽
558,目前所知机体内抗原提呈功能最强的细胞是 ?,答案:C:DC
559,免疫复合物沉积引起血管炎的主要原因是 ?,答案:E:中性粒细胞释放溶酶体酶
